path,classification,size,sha256,modified_time_low_trust,relevant_runner_task,potential_exposure_level,parsed_successfully
".venv/lib/python3.12/site-packages/mpmath/calculus/approximation.py","untracked","8817","bf2ceedd823aafadceab52851eb433d369865c0707db77a6a8d62126e51a159e","2026-07-13T06:47:43.989Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/calculus/calculus.py","untracked","112","034812a748714b21037ee80956263709e59a945faf2bbd3561fb73ae3490cd0e","2026-07-13T06:47:43.989Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/calculus/differentiation.py","untracked","20226","d8be82063f31b57f628a9f7c34f6cab0bb70b518f18b9ef5c1899330715e2fdd","2026-07-13T06:47:43.989Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/calculus/extrapolation.py","untracked","73306","c4cd2bbe4d83144178891d49865f98dda4bdde25bd555257ef2f481a99b30be0","2026-07-13T06:47:43.989Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/calculus/inverselaplace.py","untracked","36056","e7ea67f0dfedd0fb600535e2c6c5d9e31c6b8a12b6279818b157d329f0f1e200","2026-07-13T06:47:43.989Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/calculus/odes.py","untracked","9908","81a1e2c3b2098ec38d35301aea2cc53d9a66720f6ec93a7c3142e719dcd3206a","2026-07-13T06:47:43.989Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/calculus/optimization.py","untracked","32856","6ca9d285712504e9953883a515e92c0ec602a7d7d84a66302a65c3b74cf6e8c3","2026-07-13T06:47:43.989Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/calculus/polynomials.py","untracked","7877","0f5e81854fd21db562d3a2313700011d1f87efb23296774db0dde6b8f4ee158b","2026-07-13T06:47:43.989Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/calculus/quadrature.py","untracked","42432","9fe6afb52f04e377e857ee6daf99687e03816a2314604f0026341c588f5070a9","2026-07-13T06:47:43.989Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/ctx_base.py","untracked","15985","adf8e67ccc80e79c7c47f716148354c165531257d99b2c797ab28375ab92115c","2026-07-13T06:47:43.985Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/ctx_fp.py","untracked","6572","72d523c7f3685348855a4d397170d808bd99b4b64e956b359fa65aa37a5b1b68","2026-07-13T06:47:43.985Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/ctx_iv.py","untracked","17211","b6a74cafe1837e4664d4486819e0806a3cbba50bfe456b6b56a8588df23caf88","2026-07-13T06:47:43.985Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/ctx_mp.py","untracked","49452","777af8b7bc4736a485b66aac03d06dab5369cb759333ea5c336fe3782c840b16","2026-07-13T06:47:43.985Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/ctx_mp_python.py","untracked","37815","de89585a8e259354a743403f21a675f35aaa1bcbb9a7119ab7fbfe2f842d9f76","2026-07-13T06:47:43.985Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/function_docs.py","untracked","283512","8383cff27e882d798770bc80e74b312ba4e6a7f678fe944dfb00c4ad4f03d62e","2026-07-13T06:47:43.985Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/functions/__init__.py","untracked","330","61755d86abfee8b2a6e9caf9c71b53353b6e0fdcc33ca19097c1a64b4c73db1a","2026-07-13T06:47:43.989Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/functions/__pycache__/__init__.cpython-312.pyc","untracked","648","32138929329b09f725f5508f96f6bbb2fd1bbfa478ad65cf782dcebc145200b0","2026-07-13T06:47:44.049Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/functions/__pycache__/bessel.cpython-312.pyc","untracked","58926","7d8885bfa991c635e7ba0494987d53dfd9f43c0f5c4e143e19940189a40d506e","2026-07-13T06:47:44.053Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/functions/__pycache__/elliptic.cpython-312.pyc","untracked","55254","01be85f6b1ed934d0eb8bbb677c9c3edaa45b7075fad68b034ad249091f4741b","2026-07-13T06:47:44.057Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/functions/__pycache__/expintegrals.cpython-312.pyc","untracked","21735","db9cf84afd60b30b6932ad22de2897bb7b028bcba7ef4f6d1a567ce4aa20b15b","2026-07-13T06:47:44.062Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/functions/__pycache__/factorials.cpython-312.pyc","untracked","9693","48ec516023fd0248bba28a03fb3d8e3eedfa9355ab7ccaa7e815c5d6c5d10121","2026-07-13T06:47:44.066Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/functions/__pycache__/functions.cpython-312.pyc","untracked","30132","af4aa8fe178eafce42782da5805576b61c32bf94354c125fd22ce4b5ff589895","2026-07-13T06:47:44.066Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/functions/__pycache__/hypergeometric.cpython-312.pyc","untracked","67537","201ad9df0809944673134cca457c9233526a85742f533f74759829ec75822e67","2026-07-13T06:47:44.075Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/functions/__pycache__/orthogonal.cpython-312.pyc","untracked","23918","943edb11cc0ee09e6b69e07a60b713d1474802789f35e8f424b65c4699730c0c","2026-07-13T06:47:44.079Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/functions/__pycache__/qfunctions.cpython-312.pyc","untracked","9614","5e7342512d6d45628e457dfd987e691dffd42dfbe007b89f6c2b0a984aed7fc3","2026-07-13T06:47:44.083Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/functions/__pycache__/rszeta.cpython-312.pyc","untracked","67027","8fb08e4d5241f3741aa234c726e7bf3847c869fe3bfc3685bb89a184d467261f","2026-07-13T06:47:44.088Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/functions/__pycache__/signals.cpython-312.pyc","untracked","1702","06693929641555db3716d25ff703cf06d1ea773a972f2d38f5864cf08a4218b8","2026-07-13T06:47:44.088Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/functions/__pycache__/theta.cpython-312.pyc","untracked","49342","9af04562be22b730e3896a9f41ef717972fbf412a3a5a6b9f95bcf43c4914542","2026-07-13T06:47:44.096Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/functions/__pycache__/zeta.cpython-312.pyc","untracked","58178","aa22e606de967128c8a143bd6dc34d954cd1fcab01ea695fef516e54e5ede693","2026-07-13T06:47:44.109Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/functions/__pycache__/zetazeros.cpython-312.pyc","untracked","43470","738bc1af85fe13f3b54823f13dbae6d5ce28b358008d91ea57f16984f8937382","2026-07-13T06:47:44.114Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/functions/bessel.py","untracked","37938","7543cbbbc7eb94afaf99fdfe8ab5ffeeebf0cb0e3171cbfa1088b398867cf243","2026-07-13T06:47:43.989Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/functions/elliptic.py","untracked","42237","ab3d3254c6f895611e3930cbfc35b3e6ee5ac261883ca02cb991495e0c0724d5","2026-07-13T06:47:43.989Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/functions/expintegrals.py","untracked","11644","ef95ff31175873517f5fbddb80d88e26ac11952da1a80cdc14b97744cdad0837","2026-07-13T06:47:43.989Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/functions/factorials.py","untracked","5273","f3fea4091edee24d46c31880389bb435169d785e23036f2ac78862761bb820b9","2026-07-13T06:47:43.989Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/functions/functions.py","untracked","18100","b9bd89131beacc258b926e72026ef616be9f756999654927abdff7c3d3048a02","2026-07-13T06:47:43.989Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/functions/hypergeometric.py","untracked","51570","67438c00c0b8ca52b8da7fd29da9b21559d4c7acc72f208b0a8243499d49ac76","2026-07-13T06:47:43.989Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/functions/orthogonal.py","untracked","16097","15a6e4c4a7c1a12b1e0397e55aed5adeb7bed8161a7b0f5aba0a88b13f0b68bc","2026-07-13T06:47:43.989Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/functions/qfunctions.py","untracked","7633","6b710718a42dfe331de31f48efbd89cfe4c6167198f9aad6a8fbd91b3f5049ed","2026-07-13T06:47:43.989Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/functions/rszeta.py","untracked","46184","cae515a788a52320e65f21375930710c38f07c424dca92676cf4bec4f1f91e8c","2026-07-13T06:47:43.993Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/functions/signals.py","untracked","703","10ba2dc10696d420e9bfe79e273399e5cdb73617da65c8fdfc691bde9b2f4b44","2026-07-13T06:47:43.993Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/functions/theta.py","untracked","37320","2a080ea1c733a0c1bafc73286a5e2810fee267848a3a8bbd24513e5b3636af73","2026-07-13T06:47:43.993Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/functions/zeta.py","untracked","36410","b9eec963b197034a17f2ad3cb10265d82491ad9ee43adf07b1fb695639d3c2b1","2026-07-13T06:47:43.993Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/functions/zetazeros.py","untracked","30858","baae93572641718d8c2d7ed549d55f9f44ce928c012ccf5f5ed9f2484c1a373c","2026-07-13T06:47:43.993Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/identification.py","untracked","29253","eda31d9e044069e2ff31a7c350d6e61089464129251c367ca663c5b7e38b824c","2026-07-13T06:47:43.985Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/libmp/__init__.py","untracked","3790","5020e32d9c386eb6e495a0a64a2c4270f74b747933f2c17ffba17fc2bd1db808","2026-07-13T06:47:43.993Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/libmp/__pycache__/__init__.cpython-312.pyc","untracked","7533","0f62a5ee5c107e37d0dd2addfaacd056a549e81ae972cae3212829f2dddac1b4","2026-07-13T06:47:44.122Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/libmp/__pycache__/backend.cpython-312.pyc","untracked","2727","f55a697457011b2d7efda523d8b643af7b81b6f706301a4b009457573e99e885","2026-07-13T06:47:44.122Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/libmp/__pycache__/gammazeta.cpython-312.pyc","untracked","74446","ed014b57b46244351eff7f53aea4707f1db435a6416093244eb5b986f8648d86","2026-07-13T06:47:44.140Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/libmp/__pycache__/libelefun.cpython-312.pyc","untracked","48563","200917f49a06fe66ce0c410958c9303b6dee42147d065c74c131a9d6b5feb7ab","2026-07-13T06:47:44.148Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/libmp/__pycache__/libhyper.cpython-312.pyc","untracked","43695","ce702697fc2e123764a8b1f86c9860109682114e943468af7ac8936cf8777996","2026-07-13T06:47:44.157Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/libmp/__pycache__/libintmath.cpython-312.pyc","untracked","20240","a9d97f81c91e67b4f0254ea4e9daf7b17592aff160ea9eacd9110afd040a2c6d","2026-07-13T06:47:44.161Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/libmp/__pycache__/libmpc.cpython-312.pyc","untracked","37267","5f18fa8d2ab84253b9889839580bd179be902dfe44e12ddf4721015c5319015e","2026-07-13T06:47:44.170Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/libmp/__pycache__/libmpf.cpython-312.pyc","untracked","46204","10eb43dd9d450c8f9b1f3b149a38d7ce40fad9d4431e0d9938bfb02a1e0e67c6","2026-07-13T06:47:44.179Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/libmp/__pycache__/libmpi.cpython-312.pyc","untracked","37157","ab5e27c416caae88d02cdc866fcf3498835dc7beeb6baf5f113f6279f19443fc","2026-07-13T06:47:44.183Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/libmp/backend.py","untracked","3360","dba03ca5491a1a8bf6eafaeb14d415c962792c3b4af2c977507ad82de71a4e30","2026-07-13T06:47:43.993Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/libmp/gammazeta.py","untracked","71469","5ea770e8f328b300da49c6bfb0eb3e220951ba4ddf6fc73da78dccfe56dcae57","2026-07-13T06:47:43.993Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/libmp/libelefun.py","untracked","43861","8e80593f814e7713df89e5aca352cfb52afa747c9da46fcb42217f6d841858c8","2026-07-13T06:47:43.993Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/libmp/libhyper.py","untracked","36624","27d7e674317abb6ec472cb045af06e55a01ade11633ef3cdd5281182ed5d11b7","2026-07-13T06:47:43.993Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/libmp/libintmath.py","untracked","16688","688453d2b91467fb1d1907f74cd08b77ea4132fb505a3b2c6ef14b7caed4d237","2026-07-13T06:47:43.993Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/libmp/libmpc.py","untracked","26875","2819dd523b396154b7dbe21dddf7e50df620a5d5b53ebc7acdfa3c133e506ebb","2026-07-13T06:47:43.993Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/libmp/libmpf.py","untracked","45021","be93f490d56449c6c2568668809e166ad97823b09ed1de1dcc75637d57b9eeca","2026-07-13T06:47:43.993Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/libmp/libmpi.py","untracked","27622","bb4239122c24a9afb8f9d5c44e2e64eccb9ac417996ef0803c5b65f7753d605d","2026-07-13T06:47:43.993Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/math2.py","untracked","18561","3b90e0960f354ac5b4c1f1c3509717383f3e70268bbdb548bf2c34b159916e92","2026-07-13T06:47:43.985Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/matrices/__init__.py","untracked","94","113cc60dc8986eaf5fb622b068c6c9d79108f8a3571ebcd16fe6477a186a163b","2026-07-13T06:47:43.993Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/matrices/__pycache__/__init__.cpython-312.pyc","untracked","293","bf2d39c054f1e01f4abb2bbf7ca86309c2c42b7587488c27c7b9875b2b490f65","2026-07-13T06:47:44.196Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/matrices/__pycache__/calculus.cpython-312.pyc","untracked","22191","f95adc299d4fc4c1ad069a34e4a35be029b0dc25cbc643541b44ec0a290a64df","2026-07-13T06:47:44.196Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/matrices/__pycache__/eigen.cpython-312.pyc","untracked","28238","4965d8ca90fd8225d24096fbc10a0404ff9eb1a1162ca3ea8da071c8e36cce91","2026-07-13T06:47:44.200Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/matrices/__pycache__/eigen_symmetric.cpython-312.pyc","untracked","64606","3512f0be934d08730e7bad16c4a80509449d0e53f8f3086cc3ccf0fc7de9b114","2026-07-13T06:47:44.209Z","UNCLASSIFIED","UNKNOWN",""
".venv/lib/python3.12/site-packages/mpmath/matrices/__pycache__/linalg.cpython-312.pyc","untracked","36260","b4b8be940da2b7bae202272dff09a01c50f0854008f8c635fb92dd58e12fb0f2","2026-07-13T06:47:44.209Z","UNCLASSIFIED","UNKNOWN",""
